County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population
"Barrow County, GA",460.44252869999997,0,11,22,296,409,1149,94,7,71453
"Erie County, NY",459.3060294,50,211,1602,2361,6019,19729,1481,341,919866
"Coffee County, TN",459.1712428,2,7,17,219,356,1183,69,4,53357
"Richmond County, NC",459.0022627,8,24,49,132,974,1714,96,22,46405
"Bourbon County, KS",457.8507945,0,8,1,59,136,316,28,6,14852
"Atlantic County, NJ",457.47511439999994,30,74,479,678,1794,6331,301,37,275862
"White Pine County, NV",457.39286069999997,0,11,1,34,61,58,4,1,10057
"Sussex County, DE",457.297156,6,72,170,697,1850,4502,210,8,206649
"Kanawha County, WV",455.36531169999995,11,55,148,657,1540,4835,359,58,191275
"Meigs County, TN",454.97467589999997,2,9,1,41,75,166,36,4,11649
"Richmond County, GA",454.9437385,28,90,546,255,3186,7591,1193,51,202003
"Iron County, MO",454.3696829,1,1,3,42,47,56,10,2,10344
"Newberry County, SC",453.0796088000001,1,4,22,143,264,763,40,5,37521
"Morris County, TX",451.9245753000001,0,1,4,53,114,179,4,2,12834
"Florence County, SC",451.83118139999993,6,38,133,448,1466,4214,361,10,138326
"Hunt County, TX",451.4750482,1,21,65,306,869,1825,169,10,87048
"Roosevelt County, NM",451.01478330000003,0,16,3,71,219,348,32,0,19955
"Claiborne Parish, LA",450.4504505,0,9,6,60,131,219,32,3,16650
"Canadian County, OK",450.35401950000005,7,51,107,403,1200,2956,460,20,126123
"Schenectady County, NY",450.00096569999994,7,37,227,428,1059,3626,191,71,155333
"Liberty County, TX",449.8940279,1,18,36,291,544,1587,196,13,76907
"Russell County, AL",449.7776286,2,24,70,172,776,1484,218,0,59585
"Inyo County, CA",449.4503709,0,4,4,75,103,211,11,0,18467
"Saluda County, SC",447.9617739,0,4,6,80,160,250,28,1,20091
"Lawrence County, MO",447.81982450000004,1,7,6,157,330,825,87,3,38185
"Charlottesville city, VA",446.45877019999995,2,16,50,130,165,1250,94,9,44349
"Hamilton County, OH",445.8559141,58,296,2077,1156,8318,23723,1601,443,804520
"Los Angeles County, CA",444.80081399999995,600,1976,18923,23057,49107,142604,40555,2210,10017068
"Mercer County, NJ",444.6376217,26,50,760,811,2447,5057,715,38,370414
"Rutherford County, TN",444.08228330000003,6,93,195,954,1694,5162,396,14,281029
"Walker County, AL",443.9528471,2,16,56,219,780,1839,170,11,65998
"Leavenworth County, KS",443.81914689999996,0,24,34,289,464,1142,115,34,78185
"Scott County, IA",443.70103,4,50,156,546,1059,3489,313,21,170385
"Benton County, MO",443.6932178,1,13,4,66,191,314,19,1,18932
"Putnam County, TN",443.38660319999997,0,21,34,271,711,2075,123,6,73525
"Dallas County, TX",442.96507199999996,165,706,4889,5227,25141,59144,10235,692,2480331
"Anne Arundel County, MD",442.11083179999997,13,100,538,1806,2588,11324,888,65,555743
"Guilford County, NC",441.75993370000003,28,93,753,1364,5151,12198,933,183,506610
"Iron County, WI",441.7261298,0,0,0,26,21,59,0,0,5886
"Hudson County, NJ",441.3265847,15,84,1323,1493,2664,8135,1504,38,660282
"Jefferson Parish, LA",440.2358045,37,85,501,1291,3124,11741,997,98,434767
"Grenada County, MS",439.57060889999997,7,5,21,61,278,367,24,0,21612
"Catahoula Parish, LA",439.53897249999994,3,1,9,32,46,103,4,0,10238
"Franklin County, OH",438.02376219999996,80,644,3296,1291,16769,34668,3783,587,1212263
"Alamance County, NC",436.59070589999993,4,35,138,497,1438,3530,250,14,154378
"Madison Parish, LA",435.9855789,0,0,2,50,99,389,1,0,11927
"Gulf County, FL",435.908775,1,4,5,59,125,134,8,2,15829
"Monroe County, TN",435.2148459,5,3,10,179,337,882,98,13,45265
"Randolph County, WV",435.15213330000006,2,14,5,107,158,508,25,7,29415
"Monterey County, CA",435.1415259,45,94,706,1021,2912,5612,1774,64,428826
"Washington County, AR",434.8227901000001,7,131,70,733,1285,5033,331,30,216410
"Laclede County, MO",434.5753778,1,6,5,143,158,784,42,4,35667
"Solano County, CA",434.5697148,28,115,659,1044,4322,6435,2433,118,424788
"Wilbarger County, TX",434.0872744,1,14,1,41,89,258,16,6,13131
"Sweetwater County, WY",433.27364769999997,3,18,5,170,120,794,38,7,45237
"Hemphill County, TX",432.9004329,0,0,0,18,16,44,6,0,4158
"San Bernardino County, CA",432.4902041,102,422,2923,5585,18788,32802,11509,367,2088371
"Forest County, PA",432.44659939999997,2,4,0,27,83,71,4,3,7631
"Tuscaloosa County, AL",432.22571339999996,10,56,234,568,1932,5013,367,28,200821
"Berrien County, MI",432.20055139999994,3,97,111,460,1188,3255,186,33,155252
"DeSoto County, FL",431.67135030000003,1,6,30,112,319,487,23,4,34517
"Spartanburg County, SC",431.3174256,10,104,233,908,2450,6573,633,54,290969
"Volusia County, FL",431.30990419999995,19,96,422,1623,4095,12072,1046,29,500800
"Bexar County, TX",431.06056849999993,101,649,2038,5047,18580,69589,7155,336,1817610
"Worcester County, MA",430.9694898,14,177,631,2665,4731,11446,877,67,809106
"Wichita County, TX",430.1498709,6,46,154,362,1439,3973,264,11,132047
"Clay County, AL",430.075634,0,0,3,55,26,95,11,24,13486
"Black Hawk County, IA",430.0393826,5,93,75,397,1061,2418,140,28,132546
"Webb County, TX",429.3415113,8,86,187,846,1825,8845,410,87,262495
"Lawrence County, TN",428.6734937,2,9,8,160,363,823,51,12,41990
"Pierce County, WA",428.3049688,38,289,910,2274,9180,20856,3967,169,819743
"Polk County, GA",427.36080419999996,3,12,49,112,580,1254,91,5,41183
"Kent County, MD",426.1933414,0,7,21,57,113,235,10,1,19944
"Cowley County, KS",425.36736270000006,0,18,4,132,259,820,63,8,36204
"Barton County, KS",425.31535130000003,0,11,8,98,237,721,49,6,27509
"Hockley County, TX",424.98937530000006,1,16,9,74,223,418,11,3,23530
"Schoolcraft County, MI",424.39675030000006,0,15,1,19,71,143,4,3,8247
"Webster County, IA",423.82032180000004,0,24,16,117,241,1030,71,10,37044
"Rusk County, TX",423.3337063,0,16,24,187,381,1040,72,7,53622
"Jackson County, FL",423.1225216,0,17,27,163,245,577,24,5,48922
"Warren County, IL",423.1073,0,4,2,69,133,460,10,4,17726
"Cumberland County, TN",422.85873389999995,2,18,22,201,581,1292,96,14,57466
"Stone County, MO",421.76566439999993,1,5,1,125,160,396,37,5,31297
"McLennan County, TX",421.56525769999996,9,115,218,676,2237,6380,286,63,241481
"Trousdale County, TN",421.56361780000003,0,3,1,29,31,118,5,0,7828
"Barnstable County, MA",421.41494950000003,1,63,79,763,2223,3459,156,36,214990
"Coffee County, GA",421.101342,4,22,55,101,479,1458,56,7,43220
"Winkler County, TX",420.72048380000007,0,0,1,31,17,41,6,0,7606
"Wayne County, NC",420.603132,20,8,108,388,1576,2981,263,6,124583
"La Salle Parish, LA",419.57095489999995,0,1,0,61,24,89,11,0,14777
"White County, TN",419.1434233,1,6,6,97,169,518,51,5,26244
"Stonewall County, TX",418.9944134,0,0,0,6,2,2,1,0,1432
"Tipton County, TN",418.9263794,5,19,32,202,368,901,87,5,61586
"Brazos County, TX",418.8734225,5,67,109,670,1287,4322,164,24,203164
"Dorchester County, SC",418.1654367,8,42,129,429,973,3223,414,13,145397
"Finney County, KS",417.812281,0,20,12,123,150,832,28,15,37098
"Newport News city, VA",416.9871443,21,52,271,415,1038,4615,265,71,182020
"Jasper County, MO",416.67382599999996,3,46,71,365,1054,4147,368,39,116398
"Tarrant County, TX",416.156389,73,687,2167,5028,16077,46906,4559,228,1911541
"Cherokee County, AL",415.98290269999995,1,4,2,102,329,610,75,12,26203
"Cole County, MO",415.9115503,2,16,41,260,332,1529,61,10,76699
"Desha County, AR",415.8336665,0,6,8,38,106,175,13,3,12505
"Hopewell city, VA",415.1062582,2,3,32,55,209,617,54,5,22163
"Lake County, IN",414.68615710000006,62,122,685,1169,4241,12146,1911,154,491456
"Orangeburg County, SC",414.5499329,13,32,117,214,1353,2713,486,23,90942
"Huerfano County, CO",414.17395310000006,0,4,6,17,47,97,11,0,6519
"Pike County, AL",413.92963199999997,4,6,21,107,316,779,61,7,33339
"Polk County, MO",413.24982239999997,1,8,2,117,215,525,26,2,30974
"Oglethorpe County, GA",412.4278251,1,12,4,43,112,320,12,1,14548
"Zavala County, TX",411.319513,1,0,2,47,58,93,9,0,12156
"Dale County, AL",410.9534119,1,8,32,164,325,930,63,13,49884
"Dallam County, TX",410.93949269999996,1,4,1,23,51,120,9,1,7057
"Mendocino County, CA",410.58812739999996,6,27,46,279,563,981,190,38,87192
"Vernon County, MO",410.52078860000006,0,4,9,73,242,870,72,5,20949
"Lassen County, CA",410.4094767,1,8,11,112,166,334,31,9,32163
"Maricopa County, AZ",410.2097764,208,1088,5341,9810,32859,90864,11818,758,4009412
"Hennepin County, MN",410.08426910000003,49,586,2083,2198,7820,29171,2592,221,1198778
"Allegheny County, PA",409.4916311,81,125,1732,3105,5727,19160,1167,408,1231527
"Ellis County, KS",409.4835002,0,7,8,104,114,638,46,5,29061
"Ware County, GA",408.86051139999995,3,7,44,92,309,1275,56,8,35709
"Childress County, TX",408.7385483,0,0,1,28,36,56,7,0,7095
"Hidalgo County, NM",408.2509669,0,0,4,15,9,19,3,2,4654
"Bartow County, GA",407.8085966,2,23,38,350,1032,2545,287,6,101273
"Hardin County, IL",406.6012916,0,0,1,16,1,8,1,0,4181
"Clay County, FL",406.3157144,7,49,86,656,842,3330,126,22,196399
"Elkhart County, IN",405.8575111,8,61,149,596,1247,3629,334,34,200563
"Washington County, TN",404.632565,1,20,60,427,1004,2943,157,23,125546
"Bell County, TX",402.94575679999997,17,140,348,812,2792,6589,335,51,326843
"Cedar County, MO",402.5012578,0,5,4,47,99,227,7,2,13913
"Charleston County, SC",402.3572772,26,95,348,1031,1876,8817,891,38,372803
"Camden County, GA",402.1291476,2,7,23,175,343,1055,46,5,51476
"Greene County, TN",401.3652277,5,15,41,213,626,1402,128,14,68267
"Houston County, AL",401.2810125,7,42,108,259,1095,2380,184,18,103668
"Curry County, NM",401.2016285,4,26,22,151,729,1558,85,35,50598
"Contra Costa County, CA",400.6561842,56,169,1603,2556,8556,16973,7258,164,1094205
"Wilson County, NC",400.406529,9,6,78,234,895,1938,138,17,81667
"Wharton County, TX",400.3299689,1,8,24,132,296,796,40,9,41216
"Mariposa County, CA",399.8873557,3,2,2,64,93,222,22,0,17755
"Montgomery County, OH",399.5550961,32,251,933,925,5833,12696,1261,218,535846
"Pitt County, NC",399.3963148,11,36,207,442,1763,3982,188,4,174263
"La Paz County, AZ",398.5435938,0,0,2,79,151,408,54,0,20324
"Monroe County, PA",398.4492785,4,50,95,517,1202,3185,99,19,167148
"Fredericksburg city, VA",398.1231338,2,1,21,88,87,991,21,11,28132
"Massac County, IL",398.06276119999995,1,11,3,45,45,287,11,0,15073
"Logan County, WV",397.36571539999994,3,8,8,124,117,381,61,0,35987
"Montgomery County, AL",396.6310625,45,45,465,344,3656,7855,1171,66,226659
"Lake County, MT",396.31939900000003,1,12,1,101,134,522,69,5,29017
"Pulaski County, MO",396.2938156,3,16,18,176,349,744,46,6,53748
"Kent County, MI",395.6892392,22,214,639,1585,3878,10346,613,129,621700
"Sequatchie County, TN",395.06845580000004,0,3,3,52,114,287,38,7,14681
"Robertson County, TN",394.75832180000003,3,20,53,190,305,1036,67,5,67383
"Henry County, MO",394.39684480000005,0,4,3,80,227,523,46,3,22059
"Clarke County, GA",394.1780398,5,55,162,256,1193,3470,255,25,121265
"Dunklin County, MO",394.172553,0,17,11,97,325,893,63,16,31712
"St. Lucie County, FL",393.958833,7,104,223,796,2001,4673,273,15,286832
"Uvalde County, TX",393.67154419999997,3,7,3,93,181,595,22,4,26926
"Franklin city, VA",393.60963189999995,1,4,11,18,40,304,18,1,8638
"New Haven County, CT",392.9086256,33,140,1351,1864,4218,18049,2108,58,862287
"McMullen County, TX",392.67015710000004,0,0,0,3,9,27,7,0,764
"Walker County, TX",392.3449148,1,45,15,209,434,937,56,4,68817
"Bacon County, GA",392.296719,0,7,12,25,43,113,5,0,11216
"Smith County, TX",391.98445019999997,6,91,115,635,1890,4673,320,20,216080
"Warren County, MS",391.9698038,2,26,31,130,368,1210,80,5,48218
"New Hanover County, NC",391.5279907,9,46,300,480,2447,6038,500,20,213267
"Harvey County, KS",391.4682939,0,17,5,114,236,658,37,3,34741
"El Paso County, TX",391.43766360000006,28,220,507,2485,2361,15563,1354,118,827718
"Garland County, AR",388.9969436,10,37,63,268,1612,3379,240,2,97173
"Sierra County, NM",388.8696854,1,3,1,40,86,184,21,0,11572
"Yuba County, CA",388.6010363,6,27,39,213,612,1148,253,27,73340
"Henry County, AL",387.372803,4,5,6,52,140,186,17,4,17296
"Lincoln County, GA",387.0468327,0,0,4,26,59,152,8,0,7751
"Clark County, AR",386.93224289999995,5,10,4,69,201,486,19,1,22743
"Colquitt County, GA",386.8179363,4,11,41,123,403,1250,65,9,46275
"Roosevelt County, MT",386.5168539,0,6,1,36,51,207,12,2,11125
"Santa Cruz County, CA",386.3870031,10,76,220,735,1633,6104,972,43,269419
"Bienville Parish, LA",386.2384665,0,4,5,45,60,118,10,0,13981
"Macon County, IL",386.17105,6,35,111,270,1090,1776,97,35,109278
"Jennings County, IN",385.96366980000005,0,8,0,102,310,420,15,0,28241
"Chatham County, GA",385.72875439999996,24,39,537,474,2458,6876,759,39,278434
"Shannon County, MO",385.68157169999995,0,2,0,30,28,91,12,0,8297
"Jackson County, AL",385.26184589999997,0,17,2,185,452,858,84,11,52951
"Caddo County, OK",385.21321889999996,1,8,3,102,178,286,35,8,29594
"Adams County, IA",385.2080123,0,1,0,14,11,36,2,0,3894
"Liberty County, GA",385.1251267,2,26,41,178,601,1482,79,6,64135
"Panola County, MS",383.6986222,5,5,6,116,627,1005,29,0,34402
"Bedford County, TN",383.43391210000004,1,19,16,140,236,658,33,2,45901
"Vermilion Parish, LA",383.1029653,7,18,32,170,458,918,47,0,59253
"Buchanan County, MO",382.6800995,1,22,93,227,1065,3573,384,29,89631
"Terrebonne Parish, LA",382.2650312,5,26,100,300,764,3386,243,8,112749
"Ford County, KS",381.9753583,2,24,16,91,300,864,42,9,34819
"Angelina County, TX",381.97184389999995,5,29,53,247,789,2223,108,11,87441
"Berkeley County, SC",381.9193898,16,64,134,527,1425,4061,513,62,194020
"Irwin County, GA",381.8818288,0,9,0,27,73,171,11,2,9427
"Niagara County, NY",381.7987482,4,47,207,560,1437,4425,228,61,214249
"DeKalb County, AL",381.6202667,0,20,9,242,558,1085,131,10,71013
"Stephens County, GA",381.5753611,4,5,15,74,161,733,20,0,25683
"Livingston Parish, LA",381.19251339999994,1,12,60,437,938,2678,126,0,134053
"Navarro County, TX",380.9484158,0,30,37,116,579,1230,56,1,48038
"Giles County, TN",379.18319069999995,1,10,13,85,210,441,19,4,28746
"El Paso County, CO",379.058506,20,448,566,1449,4680,14760,2068,117,655044
"Butler County, OH",378.9674417,10,194,305,897,3621,11081,421,96,371272
"Jasper County, TX",378.6922494,2,32,7,94,201,554,21,1,35649
"Pickens County, SC",378.0387052,9,34,41,369,1017,3346,333,12,119829
"Warren County, TN",377.8306018,1,16,9,125,262,718,74,7,39965
"Elbert County, GA",377.57028419999995,2,3,9,60,204,523,34,0,19599
"Summit County, OH",377.428833,27,256,656,1105,4547,11196,997,145,541824
"Santa Barbara County, CA",377.0969275,6,146,311,1180,2430,6933,801,54,435697
"Terrell County, GA",376.85657280000004,2,1,1,30,81,61,6,2,9022
"San Benito County, CA",376.7361111,1,15,33,168,357,562,104,12,57600
"Scott County, KY",376.39898289999996,1,26,33,127,352,1001,71,4,49947
"Charles County, MD",376.15135019999997,6,32,154,383,615,2549,186,30,152864
"Allendale County, SC",376.05447710000004,0,1,4,32,151,176,14,3,9839
"Grimes County, TX",376.0378272,1,7,8,85,187,339,42,0,26859
"Kalamazoo County, MI",375.8885967,13,149,223,580,1635,5447,320,61,256725
"Crawford County, GA",375.8797185,1,1,6,39,162,262,20,0,12504
"Washoe County, NV",375.8089692,12,75,411,1132,2626,7466,1228,66,433731
"Assumption Parish, LA",375.21024710000006,2,13,7,65,96,290,21,3,23187
"Onondaga County, NY",374.9036587,15,111,539,1091,2988,8553,592,63,468387
"Rock Island County, IL",374.8523,4,42,80,426,721,3039,119,26,147258
"Gaston County, NC",374.8448095,6,50,194,535,1826,4872,377,49,209420
"Anderson County, TX",374.5382996,3,22,23,169,427,847,93,7,57938
"Essex County, MA",374.13940069999995,8,146,561,2138,2930,9992,1459,36,762550
"Atkinson County, GA",373.94451150000003,1,2,4,24,72,138,7,0,8290
"Henderson County, TX",373.68922779999997,2,48,18,226,657,1262,172,7,78675
"Wyoming County, WV",373.6044137,1,5,7,73,131,266,25,3,23019
"Hart County, GA",373.3396212,0,3,6,86,200,677,14,0,25446
"Campbell County, TN",372.7819474,1,19,25,105,591,996,59,20,40238
"Winston County, AL",372.7325437,1,12,3,74,177,385,48,6,24146
"Douglas County, KS",372.63168939999997,0,60,57,309,745,3625,219,39,114322
"Mason County, IL",371.9820326,0,10,3,40,46,134,15,0,14248
"Kent County, TX",371.74721189999997,0,0,0,3,5,7,1,0,807
"Sunflower County, MS",371.4683716,2,5,28,69,275,552,4,0,27997
"Cass County, MN",371.2134477,3,84,1,18,216,785,58,2,28555
"Columbus County, NC",370.3315515,4,17,55,136,959,1325,123,14,57246
"Fayette County, KY",369.9404723,16,131,618,377,3087,10620,972,72,308428
"Seminole County, GA",368.92118500000004,1,1,4,27,55,125,5,0,8945
"San Diego County, CA",368.6724057,107,692,3200,7840,14076,43412,12136,346,3211252
"Williams County, ND",368.305457,1,17,2,89,92,793,172,5,29595
"Brown County, TX",368.2216747,3,18,10,108,214,935,30,5,37749
"Kay County, OK",368.1546249,0,29,33,106,323,1143,70,16,45633
"Taylor County, TX",367.5894928,3,42,126,322,1083,3256,178,19,134117
"Musselshell County, MT",367.249946,0,6,0,11,11,74,6,1,4629
"Spokane County, WA",366.5013204,18,139,658,942,6147,19138,2910,98,479398
"Mercer County, WV",366.22354160000003,5,7,34,181,523,968,112,6,61984
"Rhea County, TN",366.0074432,0,4,8,107,201,483,74,1,32513
"Marshall County, IA",365.9072059,1,1,6,142,319,634,45,11,40994
"Chesapeake city, VA",365.18035660000004,12,36,202,592,1044,5041,293,27,230571
"Morgan County, TN",365.0467716,2,5,4,69,161,270,31,1,21915
"Plymouth County, MA",365.0020422,7,94,307,1424,2429,6462,408,65,501915
"Boone County, MO",364.81176769999996,3,46,180,394,1023,4327,200,24,170773
"Lancaster County, NE",364.6022704,4,192,201,686,1755,8718,323,32,297036
"Allegany County, MD",364.5217013,3,22,42,201,571,1907,67,13,73521
"Caldwell County, TX",364.4983687,0,21,15,107,223,523,40,2,39232
"Monroe County, AR",364.4884145,1,3,5,19,57,133,6,2,7682
"Pratt County, KS",364.44624419999997,0,3,1,32,64,205,19,2,9878
"Mahoning County, OH",364.3065135,25,60,311,456,2855,4970,436,283,233869
"Scurry County, TX",364.1197549,1,9,4,49,108,260,20,1,17302
"Glacier County, MT",363.9275056,1,2,0,47,39,120,10,0,13739
"Dixie County, FL",363.8644918,0,5,5,48,213,194,27,4,15940
"Oregon County, MO",363.7686431,1,0,1,38,38,70,3,3,10996
"Reynolds County, MO",363.69146839999996,3,0,0,21,33,41,6,7,6599
"Jackson County, AR",363.3267102,0,10,15,38,235,557,50,7,17615
"Newton County, GA",363.1181305,5,26,54,287,986,1612,248,11,102446
"Lamar County, TX",362.1575689,5,10,37,127,441,1267,42,0,49426
"Cape Girardeau County, MO",362.131402,3,15,68,194,691,2528,105,22,77320
"Sonoma County, CA",362.0019191,4,152,232,1404,1826,5982,706,62,495025
"Drew County, AR",361.9909502,1,8,5,54,151,423,23,2,18785
"Bladen County, NC",361.62213360000004,2,2,20,102,454,961,41,13,34843
"Walton County, FL",361.1617369,1,14,18,183,375,980,70,5,59807
"Worcester County, MD",360.32545530000004,1,16,31,138,432,1750,33,9,51620
"Poinsett County, AR",360.3230483,2,23,7,55,217,424,16,5,24145
"Lincoln County, OR",360.30204960000003,0,19,16,132,320,973,60,17,46350
"Yakima County, WA",359.45013839999996,19,76,218,575,3051,5578,1684,54,247044
"Washington County, IA",358.8462412,0,13,1,65,61,103,9,1,22015
"Atchison County, KS",358.23034210000003,0,2,6,52,112,343,22,6,16749
"Robertson County, TX",357.8794128,0,3,5,51,126,194,11,6,16486
"Rockdale County, GA",357.8043926,1,14,56,240,804,2234,271,3,86919
"Navajo County, AZ",357.8017555,3,13,13,355,659,1702,88,8,107322
"Fannin County, GA",357.74410770000003,0,3,2,80,172,285,39,4,23760
"Henry County, VA",357.29897180000006,5,10,28,145,380,823,75,6,52617
"Franklin County, IL",357.1246365,0,6,9,125,257,522,39,2,39202
"Gilpin County, CO",357.079093,0,3,0,16,28,185,9,0,5601
"Floyd County, GA",356.9154987,5,25,56,256,903,2700,144,36,95821
"Monroe County, NY",356.854134,41,175,1011,1447,4968,16774,976,233,749606
