County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng
"Iredell County, NC",288.7239617,1,31,89,354,1650,3251,247,19,164517,4.06,4.0,1.4680851063829787,50,35.78323461780394,-80.88343509528703
"Jerome County, ID",288.7092476,0,13,7,45,138,186,21,6,22514,4.142857142857143,4.5,1.3333333333333333,7,42.596066742096774,-114.31807326690942
"Mills County, IA",288.6680988,0,6,5,32,143,185,38,4,14896,4.025,4.5,1.2222222222222223,20,41.04044326595532,-95.70846158135349
"Jefferson County, MS",288.3733124,0,1,0,21,12,30,0,1,7629,4.05,4.0,1.7837837837837838,50,31.59044995987543,-91.35570466746998
"Upshur County, TX",288.3361749,1,11,11,92,345,616,56,3,39884,3.5625,4.0,1.0714285714285714,24,32.73288581996107,-94.94547230503815
"Yellowstone County, MT",288.0087181,3,40,73,328,975,4176,488,25,154162,3.25,4.0,1.5,6,45.9140507909444,-108.2577774313425
"Blaine County, MT",287.7044216,0,1,0,18,3,22,2,0,6604,3.6666666666666665,3.5,1.5416666666666667,39,48.53694638759303,-109.60798550941385
"Crawford County, MI",287.6869965,0,11,1,28,84,136,8,2,13904,3.5609756097560976,4.0,1.4074074074074074,41,44.65663285333103,-84.69528949172802
"Miller County, GA",286.5812542,0,1,1,15,27,79,11,1,5932,3.4166666666666665,3.5,1,6,31.140807678235532,-84.77381545677457
"Kit Carson County, CO",286.176434,0,4,0,19,15,84,7,0,8037,4.4,5.0,1,5,39.29695315654942,-102.6035970113732
"Greene County, IL",286.1545234,0,1,0,38,48,85,1,1,13629,3.8181818181818183,4.5,1.25,11,39.297771873031586,-90.40097103065573
"Allen County, IN",285.3884423,24,105,469,438,2308,8185,518,64,363014,4.21,4.0,1.78,50,41.095916548713674,-85.12105415575849
"Richland County, MT",285.3575887,0,1,2,29,50,153,26,1,11214,3.257575757575758,3.5,1.6666666666666667,33,47.83052518715383,-104.27250520743164
"Warren County, MO",284.8571169,0,5,4,85,170,619,29,5,32999,3.1129032258064515,3.0,1.434782608695652,31,38.82202101811829,-91.15339546083584
"Hancock County, TN",284.4737236,0,2,0,17,47,132,8,1,6679,3.25,3.75,1.5,6,36.48676416905422,-83.13799429856786
"Elmore County, AL",284.2945786,4,23,44,159,665,1367,85,14,80902,3.4069767441860463,3.5,1.28125,43,32.793707705606025,-85.89538969357318
"Chippewa County, MI",284.2671077,1,17,1,91,126,462,27,5,38696,3.7142857142857144,4.0,2,7,46.311293815773986,-84.98255167629964
"Donley County, TX",283.9295855,0,0,0,10,12,18,4,0,3522,3.7777777777777777,4.5,1.5,9,34.938953110784055,-100.88982729330122
"Washington County, IL",283.7763012000001,0,0,1,40,30,69,0,0,14448,3.6875,4.0,1.1764705882352942,24,38.36999018783164,-89.42276946676618
"Martinsville city, VA",283.5332606,1,6,7,25,77,320,20,5,13755,3.82,4.0,1.394736842105263,50,36.68928609371277,-79.87994234469885
"Northampton County, NC",283.1229905,1,5,9,44,205,184,31,2,20839,4.22,4.5,1.6382978723404256,50,36.27264129209543,-77.6785920788911
"Lamb County, TX",283.1215971000001,1,1,5,32,119,246,18,4,13775,3.72,4.0,1.2777777777777777,25,34.122155523470695,-102.55263474950188
"Barber County, KS",282.9997979,0,1,0,13,15,68,13,2,4947,3.0,3.0,1,7,37.27850578535554,-98.58436177762296
"Levy County, FL",282.514378,0,18,5,89,323,590,45,1,39644,4.18,4.0,1.608695652173913,50,29.39146507263258,-82.65968488732933
"Toombs County, GA",282.33051,3,8,14,52,235,610,34,1,27273,3.63,4.0,1.358974358974359,50,32.20545512551627,-82.37612048874063
"Van Buren County, MI",282.2874561000001,0,50,13,150,418,1127,88,14,75455,3.76,3.5,1.2352941176470589,25,42.24462597020906,-86.08659582878313
"Humboldt County, NV",282.2092956,2,0,2,45,62,111,24,2,17363,3.84,4.0,1.4761904761904763,50,40.85582208011226,-117.67849045348804
"Pettis County, MO",281.9571141,0,6,16,97,497,1389,86,9,42205,3.61,3.5,1.5121951219512195,50,38.703719324073134,-93.2553221431506
"Mingo County, WV",281.8532819,3,2,5,63,86,177,31,1,25900,3.98,4.0,1.4411764705882353,50,37.71084271081711,-82.1298737519954
"St. Johns County, FL",281.4254437,8,14,58,510,929,3514,167,4,209647,3.77,3.75,1.575,50,29.945501955448943,-81.412306364553
"Luzerne County, PA",281.15950180000004,17,88,233,562,1661,5892,354,55,320103,4.14,4.0,1.6875,50,41.2257210559102,-75.9041306237341
"Barry County, MO",281.119982,0,7,7,86,363,940,67,10,35572,3.28125,4.0,1.2727272727272727,16,36.668826080207076,-93.87080881951817
"Broadwater County, MT",281.0962755,0,2,0,14,3,40,1,2,5692,4.444444444444445,4.5,1,9,46.321009482971824,-111.5217360426869
"Greene County, AR",280.762002,2,15,17,87,685,1077,93,7,43097,3.89,4.0,1.2727272727272727,50,36.053550781618746,-90.50883525392541
"Washington County, FL",280.214425,0,3,4,62,100,283,17,2,24624,4.0,4.0,1.5,7,30.642704821869643,-85.61078195466665
"Marion County, AL",280.2136217,1,7,3,74,201,402,42,5,30334,3.5714285714285716,3.5,1.2,21,34.13136623363612,-87.99454614667935
"Yazoo County, MS",279.7403436,1,7,16,54,252,239,23,0,27883,3.735294117647059,4.0,1.4615384615384615,17,32.83768979304714,-90.37942682335992
"Scott County, IN",279.4927415,2,10,8,46,274,756,25,1,23972,3.28125,3.5,1.32,32,38.69800458380205,-85.78972567205726
"Jasper County, GA",279.3912212,0,4,0,34,75,110,10,0,13601,3.607142857142857,3.75,1,14,33.3707079919863,-83.7509472620195
"Harford County, MD",279.2769296,3,54,156,483,1020,2817,206,41,249215,4.02,4.0,1.8333333333333333,50,39.50793349118127,-76.32845111000475
"Glenn County, CA",279.1696492,0,2,7,69,230,400,102,7,27940,4.23,4.5,1.6458333333333333,50,39.677764620280016,-122.00155755303122
"Rensselaer County, NY",278.89293260000005,9,29,130,278,964,3032,135,9,159918,3.6,3.5,1.6904761904761905,50,42.70131077556438,-73.60254937694893
"Warren County, IA",278.8575292,0,21,0,112,226,383,41,19,47336,3.902439024390244,4.5,1.4,41,41.36518870554096,-93.56243816439442
"Crook County, OR",278.64520780000004,0,4,1,53,95,332,7,1,20815,4.27,4.25,1.6595744680851063,50,44.298141086991684,-121.06692126764113
"Imperial County, CA",278.62093960000004,3,20,111,358,2037,3508,718,28,176584,4.13,4.0,1.625,50,32.86752224357873,-115.35015897090734
"Hall County, NE",278.3267457,0,43,21,105,418,2037,90,17,60720,3.48,3.5,1.4146341463414633,50,40.92023893461601,-98.38706697964375
"Butts County, GA",278.2415136,0,10,12,43,118,392,49,0,23361,3.25,3.5,1.3225806451612903,42,33.32048564100168,-83.9821081635755
"Brown County, WI",278.09856,8,68,98,534,989,3685,158,15,254586,4.26,4.25,1.7755102040816326,50,44.48261826854306,-88.03250233324935
"Grand County, UT",277.7777778,0,5,0,21,52,228,22,1,9360,4.15,4.0,1.7380952380952381,50,38.61867656349525,-109.60482989439092
"Houston County, TN",277.3757839,0,0,1,22,35,65,15,1,8292,3.1818181818181817,3.0,1.3333333333333333,11,36.3214086658072,-87.69786768567606
"Catron County, NM",277.2387025,0,1,1,9,35,32,6,0,3607,4.14,4.0,1.6666666666666667,25,33.845167406816586,-108.79015845483684
"Mayes County, OK",276.933634,2,7,2,101,221,373,60,5,40804,3.25,3.5,1.4848484848484849,50,36.27771408837923,-95.29135601496618
"Pocahontas County, WV",276.8485408,0,2,1,21,26,43,2,1,8669,3.3518518518518516,3.5,1.6470588235294117,27,38.408412021942446,-80.00384520484853
"Luce County, MI",276.837896,0,2,1,15,24,45,2,0,6502,3.9444444444444446,4.5,1.3333333333333333,27,46.36057273893839,-85.60973923201112
"Benewah County, ID",276.42636,0,0,1,24,37,35,5,2,9044,3.9705882352941178,4.0,1.5,17,47.304627664905745,-116.56692281128888
"Mason County, MI",276.1754938,2,33,1,43,147,744,29,7,28605,3.5185185185185186,3.5,1.45,27,43.959786958529236,-86.36532245572829
"Hardee County, FL",276.172826,1,9,12,54,229,471,36,0,27519,3.4193548387096775,3.5,1.2777777777777777,31,27.536867485522823,-81.81134530882036
"Jackson County, OK",275.9889604,1,10,11,50,237,490,27,3,26088,3.358695652173913,3.5,1.2777777777777777,46,34.64846663810466,-99.33224204589172
"Burleigh County, ND",275.8402388,1,38,17,188,387,1650,120,12,88457,4.11,4.0,1.851063829787234,50,46.81486859083962,-100.7893656125214
"Franklin County, KS",275.8352758,0,14,5,52,153,388,25,10,25740,3.3333333333333335,3.5,1.3571428571428572,39,38.0352466388619,-95.42453791208624
"Douglas County, GA",275.7022709,1,22,77,276,815,3103,229,9,136379,3.63,3.5,1.6458333333333333,50,33.72821554579722,-84.74274061747991
"Bradley County, AR",275.58005160000005,1,1,9,20,141,65,10,1,11249,3.51,4.0,1.4375,50,33.455990261492026,-92.0027829497741
"Washington County, OK",275.3165171,2,15,16,109,375,949,73,7,51577,3.79,4.0,1.619047619047619,50,36.73985404725357,-95.9511875949667
"Montour County, PA",275.06606980000004,0,8,1,42,66,185,7,6,18541,3.53,3.5,1.4146341463414633,50,40.99148021164173,-76.61716282174797
"Weld County, CO",274.2924922,6,61,89,583,971,4127,286,52,269785,4.31,4.5,1.7959183673469388,50,40.42903174985832,-104.82517018071523
"Rockingham County, NC",274.2767583,7,14,51,180,1041,1967,132,18,91878,3.84,4.0,1.4102564102564104,50,36.36449942318504,-79.69700800922215
"Yell County, AR",274.0602019,1,5,6,48,198,239,25,4,21893,4.055555555555555,4.0,1.1666666666666667,9,35.0471048539974,-93.37984696112558
"Tom Green County, TX",274.0226525,5,57,36,217,852,2841,146,11,114954,4.1,4.0,1.54,50,31.448073732060966,-100.44673879967314
"Coles County, IL",273.7583105,2,26,14,105,140,517,14,18,53697,3.49,3.5,1.441860465116279,50,39.485979191425834,-88.2230878856196
"Meriwether County, GA",273.1725697,0,1,4,53,181,424,42,2,21232,4.26,4.5,1.5434782608695652,50,33.09325627923634,-84.76312458829636
"Decatur County, KS",273.0375427,0,1,0,6,22,25,1,0,2930,4.571428571428571,5.0,1.3333333333333333,7,39.821997125140484,-100.52898995095143
"Garfield County, OK",273.0178104,2,30,21,117,517,1456,102,13,62267,3.92,4.0,1.6222222222222222,50,36.4005258639664,-97.88537167548147
"Twin Falls County, ID",272.6465475,4,24,19,171,334,1177,77,12,79957,3.4482758620689653,3.5,1.4285714285714286,29,42.54186473180008,-114.46448110447355
"Choctaw County, OK",272.515786,0,5,4,32,91,134,19,9,15045,3.033333333333333,3.0,1.5,15,34.004035130740604,-95.50736371846791
"Josephine County, OR",272.4893765,1,15,57,154,713,1978,208,17,83306,4.31,4.5,1.6734693877551021,50,42.3664574531734,-123.3512974981897
"Person County, NC",272.43100110000006,0,14,14,79,378,589,33,5,39276,3.2282608695652173,3.5,1.4054054054054055,46,36.3881591895985,-78.98120545505549
"Clallam County, WA",272.43057860000005,5,35,24,133,654,1540,112,7,72312,3.7,4.0,1.6666666666666667,10,48.09962231529085,-123.7436254785204
"Malheur County, OR",272.3186456,0,12,5,66,195,816,30,0,30479,3.9864864864864864,4.0,1.2692307692307692,37,43.35142645206163,-116.89106264344548
"Goshen County, WY",271.8189833,0,0,1,36,66,146,2,0,13612,4.11,4.0,1.5,50,42.024666566748444,-104.2416280791156
"Yolo County, CA",271.7590533,0,71,162,323,1312,4122,522,106,204593,4.09,4.0,1.5,50,38.52946039993929,-121.92130223164239
"Taylor County, GA",271.7391304,0,0,1,22,53,60,4,1,8464,3.8333333333333335,4.5,1.25,6,32.55935963404603,-84.23622615333413
"Cherokee County, KS",271.71322339999995,2,5,2,48,242,374,37,14,20978,2.9,3.0,1,5,37.16974854075066,-94.83640302996555
"Warren County, PA",271.4932127,1,16,6,88,149,567,29,3,40885,3.48,4.0,1.4722222222222223,50,41.84786221197863,-79.17774709512757
"Highlands County, FL",271.47188989999995,3,24,65,173,840,1527,105,10,97616,3.56,4.0,1.4210526315789473,25,27.33022556543091,-81.34820271170919
"Telfair County, GA",271.2313905,0,2,2,41,69,155,9,0,16591,3.95,4.0,1.3125,50,31.94572817961995,-82.9711420961207
"Monongalia County, WV",270.84107400000005,3,22,43,209,400,1580,74,10,102274,3.93,4.0,1.7826086956521738,50,39.607776090577104,-80.01254076398925
"Hill County, TX",269.9365362,1,10,12,71,265,581,20,5,34823,3.25,3.5,1.394736842105263,50,32.01652108762857,-97.10889717712654
"Fayette County, WV",269.74275750000004,5,6,26,86,352,826,58,4,45599,4.11,4.0,1.5161290322580645,50,38.03990967904945,-81.10440058319118
"Flathead County, MT",269.69527660000006,1,35,13,202,429,1946,108,9,93068,4.33,4.5,1.8541666666666667,50,48.3088148325783,-114.2557451423784
"Marshall County, OK",268.95171380000005,2,4,0,37,35,81,15,1,15988,3.517857142857143,4.0,1.411764705882353,28,34.035820471692865,-96.7323379595661
"Kitsap County, WA",268.9315189,5,109,111,458,2073,5454,614,42,253968,4.1,4.0,1.72,50,47.666532576596666,-122.68135903406414
"St. Francois County, MO",268.8212641,1,13,8,155,306,1510,118,4,66215,3.8,4.0,1.5454545454545454,50,37.79273953027578,-90.43432531380408
"Preston County, WV",268.7616291,1,8,4,78,97,188,28,4,33859,3.590909090909091,3.75,1.3846153846153846,22,39.4678671352795,-79.69405572625567
"Woodward County, OK",268.6018567,0,8,1,49,154,353,52,1,21221,3.725,4.0,1.5,40,36.434181814610575,-99.36565047740447
"McKenzie County, ND",268.4131415,1,2,1,21,16,137,15,1,9314,3.2,3.5,1.8823529411764706,25,47.799284918475834,-103.28475677440468
"Randolph County, AL",268.4032208,0,4,3,54,228,408,44,6,22727,3.727272727272727,4.0,1.4444444444444444,11,33.32334442918078,-85.48265338399209
"Comal County, TX",268.3997299,3,41,29,245,558,2104,131,9,118480,3.87,4.0,1.475,50,29.83261779130955,-98.33094150739092
"Conway County, AR",268.2984232,0,8,0,49,112,446,35,10,21245,3.235294117647059,3.5,1.3333333333333333,17,35.16988016858081,-92.72489530241586
"Otero County, NM",268.2272616,0,11,10,155,319,823,62,8,65616,4.1,4.0,1.488888888888889,50,33.03401558256347,-105.83614218423382
"White County, IL",268.0596605,2,6,2,29,70,252,21,0,14549,3.5714285714285716,3.75,1.1538461538461537,14,38.08432638549936,-88.1722521760905
"Galveston County, TX",267.9427085,7,105,271,439,2049,6549,466,39,306782,4.14,4.0,1.76,50,29.30040678157525,-94.79423893561001
"Mason County, WA",267.7818735,6,27,22,107,914,1407,256,12,60497,3.8125,4.0,1.6666666666666667,32,47.34012548370317,-123.1225859950641
"Caswell County, NC",267.35661919999995,2,8,4,48,214,288,17,7,23190,3.9375,4.25,1.3333333333333333,8,36.41119707295529,-79.34100659786559
"Benton County, AR",267.1757334,3,112,29,490,1214,3461,176,22,237297,4.21,4.0,1.8958333333333333,50,36.332391598584515,-94.19247838994987
"Essex County, VA",267.1653754,0,4,2,24,63,168,7,0,11229,3.0689655172413794,3.5,1.3478260869565217,29,37.91066822910476,-76.84868465416012
"Howard County, IN",267.037216,4,19,63,135,682,1574,107,1,82760,4.02,4.0,1.5555555555555556,50,40.46743594919574,-86.12545697599478
"Salem County, NJ",267.0104042,1,13,47,113,488,987,50,13,65166,3.606060606060606,4.0,1.2857142857142858,33,39.62711962012512,-75.32256392328868
"Osage County, OK",266.7389085,1,18,20,90,358,593,89,17,47987,4.32,4.5,1.8958333333333333,50,36.201503846135964,-96.02673819590004
"Ottawa County, OK",266.7080167,0,4,5,77,207,583,38,5,32245,3.557142857142857,3.5,1.45,35,36.882922549083965,-94.86725456827931
"Cape May County, NJ",265.9102996,2,12,53,187,1054,3278,84,3,95897,4.15,4.0,1.816326530612245,50,39.10894678461297,-74.73300538665903
"Clear Creek County, CO",265.7513011,0,1,1,22,30,108,11,8,9031,4.163043478260869,4.0,1.4166666666666667,46,39.716982532448355,-105.66347932440574
"Marshall County, MS",265.6442558,1,2,23,71,109,220,14,0,36515,3.3043478260869565,3.5,1.4,23,34.7569170259615,-89.47078776694342
"Phelps County, MO",265.58350260000003,1,13,11,94,223,1129,52,7,44807,3.67,3.5,1.511111111111111,50,37.94577194766091,-91.7763711420678
"Dare County, NC",265.5701191,2,15,16,60,605,1168,45,10,35019,4.33,4.5,1.7234042553191489,50,35.92477139739189,-75.6338980482892
"Wayne County, WV",265.4632333,2,10,14,84,300,629,61,10,41437,4.14,4.0,1.8085106382978724,50,38.41716696247158,-82.4198381957796
"Santa Clara County, CA",265.4076897,55,402,1639,2846,8940,28055,10997,312,1862041,4.22,4.0,1.7608695652173914,50,37.16911180915017,-121.70769075176754
"Warrick County, IN",265.360612,0,12,6,144,126,771,39,7,61049,3.659090909090909,4.0,1.4166666666666667,22,38.06328604174344,-87.2072077959722
"Monroe County, MI",265.3348939,5,67,93,234,1044,2599,231,35,150376,3.86,4.0,1.5510204081632653,50,41.92067625735967,-83.409633922035
"Wright County, MO",265.2519894,1,2,1,45,102,275,15,4,18473,4.11,4.5,1.34375,50,37.11714088996884,-92.50487691646293
"Cobb County, GA",264.2256585,15,119,646,1115,4322,11263,1136,44,717190,4.31,4.5,1.6326530612244898,50,33.92986334779634,-84.52998292789637
"Whitfield County, GA",264.2187576,3,19,38,212,780,2121,121,14,102945,3.97,4.0,1.434782608695652,50,34.77859657617358,-84.98266040114406
"Carbon County, PA",263.9459142,3,13,17,138,352,953,36,8,64786,3.83,4.0,1.7741935483870968,50,40.87284288440447,-75.73443071192149
"Haywood County, NC",263.5892064,1,14,19,122,616,996,95,4,59183,4.21,4.25,1.6041666666666667,50,35.50914554474516,-83.0133008311405
"St. Clair County, MO",263.518499,0,0,1,24,83,142,11,0,9487,3.75,4.0,1.3181818181818181,44,38.060642801698364,-93.65579434269004
"Chambers County, TX",263.5010323,0,10,18,69,267,622,94,4,36812,3.55,3.75,1.2857142857142858,10,29.76170079856649,-94.67592952971395
"Worth County, GA",263.0219342,2,1,7,46,225,364,24,1,21291,3.6666666666666665,4.0,1.2727272727272727,15,31.529048886166805,-83.83134354687391
"Lauderdale County, AL",262.9395347,3,28,55,157,612,1600,100,6,92797,4.13,4.0,1.625,50,34.821664943437995,-87.66270112001463
"Delta County, MI",262.837014,0,23,7,67,145,900,32,3,36905,3.9642857142857144,4.25,1.4444444444444444,14,45.833704963614856,-87.03526697769053
"Linn County, KS",262.7154267,0,4,0,21,58,81,17,5,9516,3.8378378378378377,4.0,1.2352941176470589,37,38.40805867254906,-94.36573542186402
"Martin County, FL",262.4567806,4,36,88,269,721,2369,133,11,151263,4.0,4.5,1.1666666666666667,12,26.929072212862625,-80.37804696178681
"Warren County, NC",262.454435,2,6,6,40,211,283,51,5,20575,4.2272727272727275,4.5,1.125,11,36.40863275753284,-78.1628226393022
"Barbour County, WV",262.37328560000003,0,0,0,44,70,66,10,0,16770,3.75,4.25,1.2222222222222223,16,39.1137421621454,-80.01585534243686
"Hartley County, TX",262.295082,0,2,0,14,32,59,5,1,6100,4.27,4.5,1.553191489361702,50,35.44267126713192,-102.07057436476664
"Delaware County, IN",262.16335840000005,1,11,104,192,914,2631,232,41,117484,3.96,4.0,1.5,50,40.206999314678065,-85.39846718064008
"Sequoyah County, OK",262.0214469,0,11,2,95,239,587,43,12,41218,3.7586206896551726,4.0,1.3333333333333333,29,35.45438932206939,-94.79140525130296
"Lumpkin County, GA",261.9833107,0,11,2,68,117,311,28,2,30918,3.65,4.0,1.6,50,34.54127811714608,-83.97914785661717
"Callaway County, MO",261.502739,1,4,12,99,318,941,50,3,44359,3.6774193548387095,4.0,1.391304347826087,31,38.852977707189645,-91.95102249706848
"Starr County, TX",261.446347,2,9,10,141,349,592,72,5,61963,4.24,4.0,1.78,50,26.232468224269237,-98.23596848652214
"Butte County, SD",261.374637,0,12,0,15,44,123,2,1,10330,4.13,4.0,1.6666666666666667,50,44.45959377999483,-103.7719248001906
"Madison County, IN",261.3387287,3,60,88,190,965,2842,262,41,130482,4.04,4.0,1.288888888888889,50,40.10181521435941,-85.68583331435845
"Le Flore County, OK",261.180536,1,14,5,110,356,587,68,8,49774,4.333333333333333,4.5,1,6,34.99013814945972,-94.68769663725537
"Harrison County, WV",260.97546830000005,1,12,14,153,296,1136,70,10,68972,4.01,4.0,1.5227272727272727,50,39.28218126763712,-80.31353098061085
"Page County, IA",260.9304398,0,3,2,36,99,242,21,2,15713,4.088235294117647,4.0,1.3333333333333333,17,40.73537353870709,-95.0356651400525
"Bennett County, SD",260.7184241,0,1,0,8,2,15,4,1,3452,4.0227272727272725,4.0,1.3333333333333333,22,43.16871394984879,-102.10544632282387
"Sandoval County, NM",260.6626396,4,28,30,293,595,1648,201,17,136575,4.33,4.5,1.75,50,35.213794580387585,-106.62720220499766
"Wexford County, MI",260.3767805,0,29,7,49,139,590,12,3,32645,3.25,3.5,1.1538461538461537,22,43.88584532411146,-86.1581427133188
"Shoshone County, ID",260.0472813,2,3,0,29,74,152,20,2,12690,4.13,4.25,1.55,50,47.486523452770875,-115.77505393048196
